Date,High,Low,Open,Close,Volume,Adj Close
2010-03-03,238.89999389648438,234.24000549316406,237.0,238.35000610351562,5183045.0,159.61129760742188
2010-03-04,239.99000549316406,235.25,236.8000030517578,238.5,5847338.0,159.71177673339844
2010-03-05,243.77000427246094,237.85000610351562,239.8000030517578,243.44000244140625,5401716.0,163.01983642578125
2010-03-09,243.44000244140625,236.7100067138672,243.0,239.77999877929688,5812857.0,160.5689239501953
2010-03-10,242.0500030517578,236.33999633789062,239.00999450683594,237.5,5514502.0,159.0421142578125
2010-03-11,240.89999389648438,235.36000061035156,237.0,237.55999755859375,5400501.0,159.082275390625
2010-03-12,242.16000366210938,238.3800048828125,238.8000030517578,239.1699981689453,4613569.0,160.16041564941406
2010-03-15,239.2100067138672,235.0,238.0,235.58999633789062,3620953.0,157.76309204101562
2010-03-16,238.0,235.00999450683594,236.5800018310547,237.66000366210938,4192163.0,159.1492462158203
2010-03-17,239.8000030517578,228.0,239.0,233.35000610351562,13458801.0,156.26304626464844
2010-03-18,236.02999877929688,230.0,230.94000244140625,232.39999389648438,5812302.0,155.62689208984375
2010-03-19,233.77000427246094,226.5,233.5,228.52000427246094,5135688.0,153.0286407470703
2010-03-22,227.77000427246094,221.1999969482422,227.0,225.10000610351562,5432604.0,150.7384490966797
2010-03-23,227.6699981689453,222.75,226.52000427246094,223.8300018310547,10957147.0,149.88795471191406
2010-03-24,229.36000061035156,223.0500030517578,223.4499969482422,225.6999969482422,5685405.0,151.14024353027344
2010-03-25,228.8300018310547,224.07000732421875,225.52000427246094,225.5,4427005.0,151.0063018798828
2010-03-26,234.3000030517578,224.1999969482422,225.72000122070312,233.41000366210938,6247330.0,156.30325317382812
2010-03-29,235.7100067138672,232.1699981689453,233.39999389648438,235.0,4255528.0,157.3679962158203
2010-03-30,236.55999755859375,232.1999969482422,236.0,235.1999969482422,3662033.0,157.50189208984375
2010-03-31,238.1999969482422,233.55999755859375,234.52999877929688,233.55999755859375,5915819.0,156.4036865234375
2010-04-01,238.75,234.39999389648438,234.5,237.10000610351562,4209181.0,158.77426147460938
2010-04-02,239.0,235.02999877929688,238.0,235.82000732421875,2024679.0,157.9171142578125
