Date,High,Low,Open,Close,Volume,Adj Close
2010-03-03,4.2164201736450195,4.096089839935303,4.1020002365112305,4.201620101928711,157184.0,3.7623002529144287
2010-03-04,4.332799911499023,4.144420146942139,4.2164201736450195,4.259809970855713,254182.0,3.8144052028656006
2010-03-05,4.349569797515869,4.241069793701172,4.2677001953125,4.308139801025391,224932.0,3.8576817512512207
2010-03-09,4.335760116577148,4.251920223236084,4.308139801025391,4.317019939422607,104863.0,3.865633487701416
2010-03-10,4.422550201416016,4.3032097816467285,4.334770202636719,4.413670063018799,173901.0,3.9521780014038086
2010-03-11,4.454110145568848,4.357460021972656,4.4018402099609375,4.4491801261901855,205054.0,3.983975410461426
2010-03-12,4.602059841156006,4.4570698738098145,4.4728498458862305,4.563590049743652,256867.0,4.086422443389893
2010-03-15,4.729290008544922,4.539919853210449,4.555699825286865,4.66418981552124,283947.0,4.176503658294678
2010-03-16,4.787479877471924,4.665180206298828,4.706600189208984,4.72435998916626,189515.0,4.230382442474365
2010-03-17,4.8042497634887695,4.713510036468506,4.732250213623047,4.753950119018555,292220.0,4.256877899169922
2010-03-18,4.744080066680908,4.609950065612793,4.744080066680908,4.645450115203857,105336.0,4.159722805023193
2010-03-19,4.969950199127197,4.623760223388672,4.648409843444824,4.921619892120361,608513.0,4.407017230987549
2010-03-22,4.9610700607299805,4.714489936828613,4.832849979400635,4.727320194244385,243684.0,4.233032703399658
2010-03-23,4.86244010925293,4.686880111694336,4.7726898193359375,4.703649997711182,415055.0,4.2118377685546875
2010-03-24,4.770709991455078,4.592189788818359,4.718440055847168,4.61191987991333,130896.0,4.129698753356934
2010-03-25,4.714489936828613,4.589240074157715,4.589240074157715,4.683919906616211,158423.0,4.194170951843262
2010-03-26,4.727320194244385,4.648409843444824,4.707590103149414,4.679969787597656,110366.0,4.190633296966553
2010-03-29,4.665180206298828,4.462989807128906,4.665180206298828,4.583320140838623,314534.0,4.104089260101318
2010-03-30,4.635590076446533,4.542880058288574,4.58627986907959,4.635590076446533,460150.0,4.1508941650390625
2010-03-31,4.8525800704956055,4.605020046234131,4.605020046234131,4.827919960021973,323583.0,4.323113918304443
2010-04-01,5.1593098640441895,4.828909873962402,4.828909873962402,5.0853400230407715,367315.0,4.55361795425415
2010-04-02,5.177070140838623,4.980790138244629,5.09915018081665,5.046879768371582,133031.0,4.519179344177246
2010-04-05,5.217510223388672,5.048850059509277,5.059700012207031,5.172140121459961,140420.0,4.631342887878418
2010-04-06,5.215529918670654,5.025179862976074,5.197780132293701,5.035039901733398,195034.0,4.508577823638916
2010-04-07,5.058710098266602,4.714489936828613,5.035039901733398,4.768740177154541,266920.0,4.270122051239014
2010-04-08,4.897950172424316,4.635590076446533,4.69773006439209,4.787479877471924,667749.0,4.28690242767334
2010-04-09,4.928520202636719,4.813119888305664,4.871319770812988,4.919640064239502,227037.0,4.405243396759033
2010-04-12,4.980790138244629,4.8871002197265625,4.980790138244629,4.897950172424316,71041.0,4.38582181930542
2010-04-13,4.911749839782715,4.768740177154541,4.832849979400635,4.851590156555176,234171.0,4.344309329986572
2010-04-14,4.916689872741699,4.842710018157959,4.906819820404053,4.851590156555176,267460.0,4.344309329986572
2010-04-15,4.874269962310791,4.684909820556641,4.874269962310791,4.768740177154541,122466.0,4.270122051239014
2010-04-16,4.761839866638184,4.6346001625061035,4.761839866638184,4.655320167541504,331974.0,4.168560981750488
2010-04-19,4.662220001220703,4.435369968414307,4.464960098266602,4.636579990386963,162076.0,4.15178108215332
2010-04-20,4.758880138397217,4.548799991607666,4.758880138397217,4.6346001625061035,161580.0,4.150007724761963
2010-04-21,4.702660083770752,4.518219947814941,4.651370048522949,4.543869972229004,185533.0,4.068764686584473
2010-04-22,4.591209888458252,4.319980144500732,4.508359909057617,4.413670063018799,126744.0,3.9521780014038086
2010-04-23,4.643479824066162,4.344629764556885,4.439320087432861,4.6346001625061035,155590.0,4.150007724761963
